date,indicator_code,value,country
2023-11-07,HIBOR,2.6579,HK
2023-11-08,FEDFUNDS,5.0885,US
2023-11-08,CPI,8.0932,US
2023-11-08,M2,25386.1,US
2023-11-08,GOLD,554.16,GLD
2023-11-08,OIL,59.56,OIL
2023-11-08,COPPER,4966.18,CPR
2023-11-08,EURUSD,1.061743,EU
2023-11-08,HIBOR,2.6327,HK
2023-11-09,FEDFUNDS,5.187,US
2023-11-09,CPI,8.1055,US
2023-11-09,M2,25307.31,US
2023-11-09,GOLD,550.03,GLD
2023-11-09,OIL,59.01,OIL
2023-11-09,COPPER,4963.01,CPR
2023-11-09,EURUSD,1.063023,EU
2023-11-09,HIBOR,2.665,HK
2023-11-10,FEDFUNDS,5.1366,US
2023-11-10,CPI,8.1185,US
2023-11-10,M2,25411.3,US
2023-11-10,GOLD,549.38,GLD
2023-11-10,OIL,59.89,OIL
2023-11-10,COPPER,4975.63,CPR
2023-11-10,EURUSD,1.064664,EU
2023-11-10,HIBOR,2.656,HK
2023-11-11,FEDFUNDS,5.1036,US
2023-11-11,CPI,8.1362,US
2023-11-11,M2,25304.5,US
2023-11-11,GOLD,552.06,GLD
2023-11-11,OIL,59.14,OIL
2023-11-11,COPPER,4970.41,CPR
2023-11-11,EURUSD,1.06304,EU
2023-11-11,HIBOR,2.6595,HK
2023-11-12,FEDFUNDS,5.1414,US
2023-11-12,CPI,8.1209,US
2023-11-12,M2,25319.67,US
2023-11-12,GOLD,547.77,GLD
2023-11-12,OIL,60.65,OIL
2023-11-12,COPPER,4971.16,CPR
2023-11-12,EURUSD,1.062581,EU
2023-11-12,HIBOR,2.6641,HK
2023-11-13,FEDFUNDS,5.2018,US
2023-11-13,CPI,8.1057,US
2023-11-13,M2,25340.08,US
2023-11-13,GOLD,549.89,GLD
2023-11-13,OIL,59.91,OIL
2023-11-13,COPPER,4968.26,CPR
2023-11-13,EURUSD,1.064299,EU
2023-11-13,HIBOR,2.6481,HK
2023-11-14,FEDFUNDS,5.0529,US
2023-11-14,CPI,8.1343,US
2023-11-14,M2,25362.15,US
2023-11-14,GOLD,551.31,GLD
2023-11-14,OIL,60.6,OIL
2023-11-14,COPPER,4977.85,CPR
2023-11-14,EURUSD,1.066383,EU
2023-11-14,HIBOR,2.6478,HK
2023-11-15,FEDFUNDS,5.09,US
2023-11-15,CPI,8.1251,US
2023-11-15,M2,25365.97,US
2023-11-15,GOLD,552.63,GLD
2023-11-15,OIL,59.93,OIL
2023-11-15,COPPER,4971.02,CPR
2023-11-15,EURUSD,1.06388,EU
2023-11-15,HIBOR,2.6479,HK
2023-11-16,FEDFUNDS,5.1359,US
2023-11-16,CPI,8.1195,US
2023-11-16,M2,25338.94,US
2023-11-16,GOLD,549.47,GLD
2023-11-16,OIL,59.62,OIL
2023-11-16,COPPER,4967.58,CPR
2023-11-16,EURUSD,1.062809,EU
2023-11-16,HIBOR,2.6513,HK
2023-11-17,FEDFUNDS,5.232,US
2023-11-17,CPI,8.0936,US
2023-11-17,M2,25349.31,US
2023-11-17,GOLD,553.62,GLD
2023-11-17,OIL,59.65,OIL
2023-11-17,COPPER,4975.71,CPR
2023-11-17,EURUSD,1.061097,EU
2023-11-17,HIBOR,2.6671,HK
2023-11-18,FEDFUNDS,5.1455,US
2023-11-18,CPI,8.0984,US
2023-11-18,M2,25400.14,US
2023-11-18,GOLD,550.51,GLD
2023-11-18,OIL,60.66,OIL
2023-11-18,COPPER,4966.74,CPR
2023-11-18,EURUSD,1.059875,EU
2023-11-18,HIBOR,2.6644,HK
2023-11-19,FEDFUNDS,5.1799,US
2023-11-19,CPI,8.1088,US
2023-11-19,M2,25413.9,US
2023-11-19,GOLD,548.05,GLD
2023-11-19,OIL,59.7,OIL
2023-11-19,COPPER,4968.99,CPR
2023-11-19,EURUSD,1.059711,EU
2023-11-19,HIBOR,2.6738,HK
2023-11-20,FEDFUNDS,5.1738,US
2023-11-20,CPI,8.0842,US
2023-11-20,M2,25278.1,US
2023-11-20,GOLD,548.48,GLD
2023-11-20,OIL,59.78,OIL
2023-11-20,COPPER,4964.56,CPR
2023-11-20,EURUSD,1.063288,EU
2023-11-20,HIBOR,2.6543,HK
2023-11-21,FEDFUNDS,5.1696,US
2023-11-21,CPI,8.1236,US
2023-11-21,M2,25293.71,US
2023-11-21,GOLD,547.37,GLD
2023-11-21,OIL,61.04,OIL
2023-11-21,COPPER,4977.29,CPR
2023-11-21,EURUSD,1.060992,EU
2023-11-21,HIBOR,2.6606,HK
2023-11-22,FEDFUNDS,5.1487,US
2023-11-22,CPI,8.1144,US
2023-11-22,M2,25461.18,US
2023-11-22,GOLD,551.08,GLD
2023-11-22,OIL,59.29,OIL
2023-11-22,COPPER,4973.58,CPR
2023-11-22,EURUSD,1.059672,EU
2023-11-22,HIBOR,2.6693,HK
2023-11-23,FEDFUNDS,5.2305,US
2023-11-23,CPI,8.1014,US
2023-11-23,M2,25389.02,US
2023-11-23,GOLD,551.15,GLD
2023-11-23,OIL,59.01,OIL
2023-11-23,COPPER,4981.26,CPR
2023-11-23,EURUSD,1.061186,EU
2023-11-23,HIBOR,2.6681,HK
2023-11-24,FEDFUNDS,5.1776,US
2023-11-24,CPI,8.0959,US
2023-11-24,M2,25316.2,US
2023-11-24,GOLD,551.29,GLD
2023-11-24,OIL,58.52,OIL
2023-11-24,COPPER,4970.76,CPR
2023-11-24,EURUSD,1.064168,EU
2023-11-24,HIBOR,2.6346,HK
2023-11-25,FEDFUNDS,5.136,US
2023-11-25,CPI,8.1585,US
2023-11-25,M2,25345.04,US
2023-11-25,GOLD,549.52,GLD
2023-11-25,OIL,60.54,OIL
2023-11-25,COPPER,4968.17,CPR
2023-11-25,EURUSD,1.063434,EU
2023-11-25,HIBOR,2.6553,HK
2023-11-26,FEDFUNDS,5.1848,US
2023-11-26,CPI,8.1238,US
2023-11-26,M2,25394.77,US
2023-11-26,GOLD,554.19,GLD
2023-11-26,OIL,58.57,OIL
2023-11-26,COPPER,4966.75,CPR
2023-11-26,EURUSD,1.061115,EU
2023-11-26,HIBOR,2.6617,HK
2023-11-27,FEDFUNDS,5.1836,US
2023-11-27,CPI,8.136,US
2023-11-27,M2,25321.53,US
2023-11-27,GOLD,548.07,GLD
2023-11-27,OIL,60.17,OIL
2023-11-27,COPPER,4968.07,CPR
2023-11-27,EURUSD,1.060126,EU
2023-11-27,HIBOR,2.6688,HK
2023-11-28,FEDFUNDS,5.1804,US
2023-11-28,CPI,8.1698,US
2023-11-28,M2,25312.99,US
2023-11-28,GOLD,548.32,GLD
2023-11-28,OIL,59.46,OIL
2023-11-28,COPPER,4973.39,CPR
2023-11-28,EURUSD,1.06351,EU
2023-11-28,HIBOR,2.6554,HK
2023-11-29,FEDFUNDS,5.1857,US
2023-11-29,CPI,8.1263,US
2023-11-29,M2,25443.59,US
2023-11-29,GOLD,550.2,GLD
2023-11-29,OIL,60.15,OIL
2023-11-29,COPPER,4975.65,CPR
2023-11-29,EURUSD,1.064544,EU
2023-11-29,HIBOR,2.6603,HK
2023-11-30,FEDFUNDS,5.142,US
2023-11-30,CPI,8.138,US
2023-11-30,M2,25216.62,US
2023-11-30,GOLD,553.66,GLD
2023-11-30,OIL,60.16,OIL
2023-11-30,COPPER,4970.49,CPR
2023-11-30,EURUSD,1.06106,EU
2023-11-30,HIBOR,2.6535,HK
2023-12-01,FEDFUNDS,5.1438,US
2023-12-01,CPI,8.1629,US
2023-12-01,M2,25333.77,US
2023-12-01,GOLD,549.39,GLD
2023-12-01,OIL,61.3,OIL
2023-12-01,COPPER,4971.41,CPR
2023-12-01,EURUSD,1.064032,EU
2023-12-01,HIBOR,2.67,HK
2023-12-02,FEDFUNDS,5.0929,US
2023-12-02,CPI,8.1036,US
2023-12-02,M2,25242.37,US
2023-12-02,GOLD,555.62,GLD
2023-12-02,OIL,60.81,OIL
2023-12-02,COPPER,4973.51,CPR
2023-12-02,EURUSD,1.0634,EU
2023-12-02,HIBOR,2.6685,HK
2023-12-03,FEDFUNDS,5.2005,US
2023-12-03,CPI,8.1319,US
2023-12-03,M2,25305.18,US
2023-12-03,GOLD,549.43,GLD
2023-12-03,OIL,59.01,OIL
2023-12-03,COPPER,4981.56,CPR
2023-12-03,EURUSD,1.060534,EU
2023-12-03,HIBOR,2.6624,HK
2023-12-04,FEDFUNDS,5.1469,US
2023-12-04,CPI,8.127,US
2023-12-04,M2,25277.5,US
2023-12-04,GOLD,549.42,GLD
2023-12-04,OIL,60.95,OIL
2023-12-04,COPPER,4969.34,CPR
2023-12-04,EURUSD,1.060217,EU
2023-12-04,HIBOR,2.6515,HK
2023-12-05,FEDFUNDS,5.2122,US
2023-12-05,CPI,8.0989,US
2023-12-05,M2,25268.97,US
2023-12-05,GOLD,547.71,GLD
2023-12-05,OIL,59.88,OIL
2023-12-05,COPPER,4960.23,CPR
2023-12-05,EURUSD,1.062373,EU
2023-12-05,HIBOR,2.6391,HK
2023-12-06,FEDFUNDS,5.0669,US
2023-12-06,CPI,8.0926,US
2023-12-06,M2,25438.84,US
2023-12-06,GOLD,554.05,GLD
2023-12-06,OIL,58.9,OIL
2023-12-06,COPPER,4969.8,CPR
2023-12-06,EURUSD,1.062283,EU
2023-12-06,HIBOR,2.6597,HK
2023-12-07,FEDFUNDS,5.0999,US
2023-12-07,CPI,8.1161,US
2023-12-07,M2,25309.0,US
2023-12-07,GOLD,547.49,GLD
2023-12-07,OIL,59.39,OIL
2023-12-07,COPPER,4974.86,CPR
2023-12-07,EURUSD,1.062107,EU
2023-12-07,HIBOR,2.6592,HK
2023-12-08,FEDFUNDS,5.106,US
2023-12-08,CPI,8.0987,US
2023-12-08,M2,25345.91,US
2023-12-08,GOLD,552.71,GLD
2023-12-08,OIL,60.82,OIL
2023-12-08,COPPER,4963.85,CPR
2023-12-08,EURUSD,1.060439,EU
2023-12-08,HIBOR,2.6482,HK
2023-12-09,FEDFUNDS,5.1293,US
2023-12-09,CPI,8.1142,US
2023-12-09,M2,25411.72,US
2023-12-09,GOLD,548.4,GLD
2023-12-09,OIL,60.82,OIL
2023-12-09,COPPER,4971.49,CPR
2023-12-09,EURUSD,1.060673,EU
2023-12-09,HIBOR,2.6621,HK
2023-12-10,FEDFUNDS,5.1575,US
2023-12-10,CPI,8.1143,US
2023-12-10,M2,25360.11,US
2023-12-10,GOLD,548.73,GLD
2023-12-10,OIL,60.58,OIL
2023-12-10,COPPER,4971.14,CPR
2023-12-10,EURUSD,1.060299,EU
2023-12-10,HIBOR,2.661,HK
2023-12-11,FEDFUNDS,5.0395,US
2023-12-11,CPI,8.1361,US
2023-12-11,M2,25310.02,US
2023-12-11,GOLD,550.19,GLD
2023-12-11,OIL,60.02,OIL
2023-12-11,COPPER,4967.35,CPR
2023-12-11,EURUSD,1.062973,EU
2023-12-11,HIBOR,2.6598,HK
2023-12-12,FEDFUNDS,5.1021,US
2023-12-12,CPI,8.088,US
2023-12-12,M2,25291.0,US
2023-12-12,GOLD,547.87,GLD
2023-12-12,OIL,61.0,OIL
2023-12-12,COPPER,4981.96,CPR
2023-12-12,EURUSD,1.061696,EU
2023-12-12,HIBOR,2.6548,HK
2023-12-13,FEDFUNDS,5.1074,US
2023-12-13,CPI,8.0957,US
2023-12-13,M2,25356.63,US
2023-12-13,GOLD,549.65,GLD
2023-12-13,OIL,60.17,OIL
2023-12-13,COPPER,4972.68,CPR
2023-12-13,EURUSD,1.06349,EU
2023-12-13,HIBOR,2.6524,HK
2023-12-14,FEDFUNDS,5.1967,US
2023-12-14,CPI,8.1208,US
2023-12-14,M2,25339.31,US
2023-12-14,GOLD,552.45,GLD
2023-12-14,OIL,59.91,OIL
2023-12-14,COPPER,4979.74,CPR
2023-12-14,EURUSD,1.059823,EU
2023-12-14,HIBOR,2.6479,HK
2023-12-15,FEDFUNDS,5.1885,US
2023-12-15,CPI,8.0958,US
2023-12-15,M2,25372.36,US
2023-12-15,GOLD,550.04,GLD
2023-12-15,OIL,60.56,OIL
2023-12-15,COPPER,4966.6,CPR
2023-12-15,EURUSD,1.061932,EU
2023-12-15,HIBOR,2.6579,HK
2023-12-16,FEDFUNDS,5.1997,US
2023-12-16,CPI,8.1282,US
2023-12-16,M2,25380.67,US
2023-12-16,GOLD,550.95,GLD
2023-12-16,OIL,59.53,OIL
2023-12-16,COPPER,4973.04,CPR
2023-12-16,EURUSD,1.061354,EU
2023-12-16,HIBOR,2.6798,HK
2023-12-17,FEDFUNDS,5.1693,US
2023-12-17,CPI,8.132,US
2023-12-17,M2,25399.99,US
2023-12-17,GOLD,549.59,GLD
2023-12-17,OIL,59.99,OIL
2023-12-17,COPPER,4973.36,CPR
2023-12-17,EURUSD,1.062601,EU
2023-12-17,HIBOR,2.6337,HK
2023-12-18,FEDFUNDS,5.1999,US
2023-12-18,CPI,8.1322,US
2023-12-18,M2,25289.82,US
2023-12-18,GOLD,551.84,GLD
2023-12-18,OIL,60.73,OIL
2023-12-18,COPPER,4974.26,CPR
2023-12-18,EURUSD,1.063199,EU
2023-12-18,HIBOR,2.6602,HK
2023-12-19,FEDFUNDS,5.107,US
2023-12-19,CPI,8.1393,US
2023-12-19,M2,25356.65,US
2023-12-19,GOLD,549.76,GLD
2023-12-19,OIL,60.63,OIL
2023-12-19,COPPER,4971.18,CPR
2023-12-19,EURUSD,1.062675,EU
2023-12-19,HIBOR,2.6431,HK
2023-12-20,FEDFUNDS,5.1172,US
2023-12-20,CPI,8.132,US
2023-12-20,M2,25262.16,US
2023-12-20,GOLD,552.18,GLD
2023-12-20,OIL,61.4,OIL
2023-12-20,COPPER,4966.77,CPR
2023-12-20,EURUSD,1.060959,EU
2023-12-20,HIBOR,2.6858,HK
2023-12-21,FEDFUNDS,5.1768,US
2023-12-21,CPI,8.0765,US
2023-12-21,M2,25282.93,US
2023-12-21,GOLD,550.31,GLD
2023-12-21,OIL,60.14,OIL
2023-12-21,COPPER,4974.8,CPR
2023-12-21,EURUSD,1.064973,EU
2023-12-21,HIBOR,2.6587,HK
2023-12-22,FEDFUNDS,5.1632,US
2023-12-22,CPI,8.1017,US
2023-12-22,M2,25351.72,US
2023-12-22,GOLD,549.74,GLD
2023-12-22,OIL,59.81,OIL
2023-12-22,COPPER,4963.62,CPR
2023-12-22,EURUSD,1.063206,EU
2023-12-22,HIBOR,2.6368,HK
2023-12-23,FEDFUNDS,5.2212,US
2023-12-23,CPI,8.1419,US
2023-12-23,M2,25368.67,US
2023-12-23,GOLD,553.26,GLD
2023-12-23,OIL,59.38,OIL
2023-12-23,COPPER,4962.94,CPR
2023-12-23,EURUSD,1.06082,EU
2023-12-23,HIBOR,2.6591,HK
2023-12-24,FEDFUNDS,5.0922,US
2023-12-24,CPI,8.1021,US
2023-12-24,M2,25412.74,US
2023-12-24,GOLD,550.9,GLD
2023-12-24,OIL,59.81,OIL
2023-12-24,COPPER,4964.05,CPR
2023-12-24,EURUSD,1.060278,EU
2023-12-24,HIBOR,2.6534,HK
2023-12-25,FEDFUNDS,5.1367,US
2023-12-25,CPI,8.1144,US
2023-12-25,M2,25373.6,US
2023-12-25,GOLD,553.64,GLD
2023-12-25,OIL,59.19,OIL
2023-12-25,COPPER,4959.76,CPR
2023-12-25,EURUSD,1.061231,EU
2023-12-25,HIBOR,2.6578,HK
2023-12-26,FEDFUNDS,5.1697,US
2023-12-26,CPI,8.0886,US
2023-12-26,M2,25316.83,US
2023-12-26,GOLD,552.99,GLD
2023-12-26,OIL,60.97,OIL
2023-12-26,COPPER,4975.73,CPR
2023-12-26,EURUSD,1.059853,EU
2023-12-26,HIBOR,2.6567,HK
2023-12-27,FEDFUNDS,5.0755,US
2023-12-27,CPI,8.1113,US
2023-12-27,M2,25400.52,US
2023-12-27,GOLD,548.24,GLD
2023-12-27,OIL,60.55,OIL
2023-12-27,COPPER,4969.61,CPR
2023-12-27,EURUSD,1.064436,EU
2023-12-27,HIBOR,2.6562,HK
2023-12-28,FEDFUNDS,5.1011,US
2023-12-28,CPI,8.1398,US
2023-12-28,M2,25314.19,US
2023-12-28,GOLD,550.29,GLD
2023-12-28,OIL,59.95,OIL
2023-12-28,COPPER,4973.73,CPR
2023-12-28,EURUSD,1.063337,EU
2023-12-28,HIBOR,2.6641,HK
2023-12-29,FEDFUNDS,5.1273,US
2023-12-29,CPI,8.118,US
2023-12-29,M2,25346.8,US
2023-12-29,GOLD,551.31,GLD
2023-12-29,OIL,60.67,OIL
2023-12-29,COPPER,4975.65,CPR
2023-12-29,EURUSD,1.059919,EU
2023-12-29,HIBOR,2.6568,HK
2023-12-30,FEDFUNDS,5.6615,US
2023-12-30,CPI,7.9694,US
2023-12-30,M2,25786.92,US
2023-12-30,GOLD,597.08,GLD
2023-12-30,OIL,59.94,OIL
2023-12-30,COPPER,5095.71,CPR
2023-12-30,EURUSD,1.102808,EU
2023-12-30,HIBOR,3.0564,HK
2023-12-31,FEDFUNDS,5.7789,US
2023-12-31,CPI,7.9816,US
2023-12-31,M2,25754.78,US
2023-12-31,GOLD,594.15,GLD
2023-12-31,OIL,61.51,OIL
2023-12-31,COPPER,5089.15,CPR
2023-12-31,EURUSD,1.105672,EU
2023-12-31,HIBOR,3.0693,HK
2024-01-01,FEDFUNDS,5.7271,US
2024-01-01,CPI,7.9609,US
2024-01-01,M2,25735.43,US
2024-01-01,GOLD,594.24,GLD
2024-01-01,OIL,59.1,OIL
2024-01-01,COPPER,5094.13,CPR
2024-01-01,EURUSD,1.103509,EU
2024-01-01,HIBOR,3.0706,HK
2024-01-02,FEDFUNDS,5.644,US
2024-01-02,CPI,7.9681,US
2024-01-02,M2,25732.25,US
2024-01-02,GOLD,596.26,GLD
2024-01-02,OIL,60.09,OIL
2024-01-02,COPPER,5094.02,CPR
2024-01-02,EURUSD,1.105793,EU
2024-01-02,HIBOR,3.0558,HK
2024-01-03,FEDFUNDS,5.6503,US
2024-01-03,CPI,7.969,US
2024-01-03,M2,25770.35,US
2024-01-03,GOLD,591.66,GLD
2024-01-03,OIL,61.33,OIL
2024-01-03,COPPER,5084.26,CPR
2024-01-03,EURUSD,1.103396,EU
2024-01-03,HIBOR,3.0683,HK
2024-01-04,FEDFUNDS,5.688,US
2024-01-04,CPI,7.9947,US
2024-01-04,M2,25758.29,US
2024-01-04,GOLD,598.45,GLD
2024-01-04,OIL,61.35,OIL
2024-01-04,COPPER,5088.3,CPR
2024-01-04,EURUSD,1.10439,EU
2024-01-04,HIBOR,3.0635,HK
2024-01-05,FEDFUNDS,5.6947,US
2024-01-05,CPI,7.9674,US
2024-01-05,M2,25574.14,US
2024-01-05,GOLD,594.18,GLD
2024-01-05,OIL,60.73,OIL
2024-01-05,COPPER,5081.86,CPR
2024-01-05,EURUSD,1.099975,EU
2024-01-05,HIBOR,3.0653,HK
2024-01-06,FEDFUNDS,5.6851,US
2024-01-06,CPI,7.9992,US
2024-01-06,M2,25785.63,US
2024-01-06,GOLD,591.15,GLD
2024-01-06,OIL,61.75,OIL
2024-01-06,COPPER,5091.82,CPR
2024-01-06,EURUSD,1.106625,EU
2024-01-06,HIBOR,3.0818,HK
2024-01-07,FEDFUNDS,5.6832,US
2024-01-07,CPI,7.9697,US
2024-01-07,M2,25672.82,US
2024-01-07,GOLD,593.59,GLD
2024-01-07,OIL,61.35,OIL
2024-01-07,COPPER,5093.47,CPR
2024-01-07,EURUSD,1.103889,EU
2024-01-07,HIBOR,3.0563,HK
2024-01-08,FEDFUNDS,5.6428,US
2024-01-08,CPI,7.9868,US
2024-01-08,M2,25675.66,US
2024-01-08,GOLD,593.4,GLD
2024-01-08,OIL,59.48,OIL
2024-01-08,COPPER,5089.14,CPR
2024-01-08,EURUSD,1.101661,EU
2024-01-08,HIBOR,3.0716,HK
2024-01-09,FEDFUNDS,5.6382,US
2024-01-09,CPI,7.9536,US
2024-01-09,M2,25670.44,US
2024-01-09,GOLD,593.47,GLD
2024-01-09,OIL,60.44,OIL
2024-01-09,COPPER,5092.43,CPR
2024-01-09,EURUSD,1.106205,EU
2024-01-09,HIBOR,3.0567,HK
2024-01-10,FEDFUNDS,5.7102,US
2024-01-10,CPI,7.9691,US
2024-01-10,M2,25710.38,US
2024-01-10,GOLD,594.89,GLD
2024-01-10,OIL,61.6,OIL
2024-01-10,COPPER,5095.24,CPR
2024-01-10,EURUSD,1.105067,EU
2024-01-10,HIBOR,3.0808,HK
2024-01-11,FEDFUNDS,5.7585,US
2024-01-11,CPI,7.9991,US
2024-01-11,M2,25772.68,US
2024-01-11,GOLD,593.86,GLD
2024-01-11,OIL,61.61,OIL
2024-01-11,COPPER,5089.41,CPR
2024-01-11,EURUSD,1.103154,EU
2024-01-11,HIBOR,3.0689,HK
2024-01-12,FEDFUNDS,5.644,US
2024-01-12,CPI,7.9579,US
2024-01-12,M2,25661.09,US
2024-01-12,GOLD,593.19,GLD
2024-01-12,OIL,60.23,OIL
2024-01-12,COPPER,5092.04,CPR
2024-01-12,EURUSD,1.107775,EU
2024-01-12,HIBOR,3.0713,HK
2024-01-13,FEDFUNDS,5.61,US
2024-01-13,CPI,7.9688,US
2024-01-13,M2,25778.86,US
2024-01-13,GOLD,596.72,GLD
2024-01-13,OIL,61.14,OIL
2024-01-13,COPPER,5086.53,CPR
2024-01-13,EURUSD,1.105567,EU
2024-01-13,HIBOR,3.0692,HK
2024-01-14,FEDFUNDS,5.7725,US
2024-01-14,CPI,7.9495,US
2024-01-14,M2,25745.66,US
2024-01-14,GOLD,592.37,GLD
2024-01-14,OIL,60.98,OIL
2024-01-14,COPPER,5096.61,CPR
2024-01-14,EURUSD,1.106022,EU
2024-01-14,HIBOR,3.052,HK
2024-01-15,FEDFUNDS,5.6457,US
2024-01-15,CPI,8.0042,US
2024-01-15,M2,25806.35,US
2024-01-15,GOLD,592.02,GLD
2024-01-15,OIL,59.51,OIL
2024-01-15,COPPER,5091.37,CPR
2024-01-15,EURUSD,1.103591,EU
2024-01-15,HIBOR,3.086,HK
2024-01-16,FEDFUNDS,5.6786,US
2024-01-16,CPI,7.9876,US
2024-01-16,M2,25690.23,US
2024-01-16,GOLD,594.03,GLD
2024-01-16,OIL,60.6,OIL
2024-01-16,COPPER,5086.09,CPR
2024-01-16,EURUSD,1.106951,EU
2024-01-16,HIBOR,3.0728,HK
2024-01-17,FEDFUNDS,5.7114,US
2024-01-17,CPI,7.9693,US
2024-01-17,M2,25564.58,US
2024-01-17,GOLD,592.63,GLD
2024-01-17,OIL,60.82,OIL
2024-01-17,COPPER,5095.83,CPR
2024-01-17,EURUSD,1.102827,EU
2024-01-17,HIBOR,3.0646,HK
2024-01-18,FEDFUNDS,5.7174,US
2024-01-18,CPI,7.9887,US
2024-01-18,M2,25691.13,US
2024-01-18,GOLD,596.33,GLD
2024-01-18,OIL,61.23,OIL
2024-01-18,COPPER,5085.48,CPR
2024-01-18,EURUSD,1.105688,EU
2024-01-18,HIBOR,3.0525,HK
2024-01-19,FEDFUNDS,5.7195,US
2024-01-19,CPI,7.9948,US
2024-01-19,M2,25753.87,US
2024-01-19,GOLD,596.17,GLD
2024-01-19,OIL,60.41,OIL
2024-01-19,COPPER,5091.47,CPR
2024-01-19,EURUSD,1.103347,EU
2024-01-19,HIBOR,3.0804,HK
2024-01-20,FEDFUNDS,5.7452,US
2024-01-20,CPI,7.9623,US
2024-01-20,M2,25714.32,US
2024-01-20,GOLD,594.21,GLD
2024-01-20,OIL,61.23,OIL
2024-01-20,COPPER,5096.25,CPR
2024-01-20,EURUSD,1.103843,EU
2024-01-20,HIBOR,3.0728,HK
2024-01-21,FEDFUNDS,5.7104,US
2024-01-21,CPI,7.9329,US
2024-01-21,M2,25695.36,US
2024-01-21,GOLD,594.24,GLD
2024-01-21,OIL,61.75,OIL
2024-01-21,COPPER,5085.34,CPR
2024-01-21,EURUSD,1.104841,EU
2024-01-21,HIBOR,3.0653,HK
2024-01-22,FEDFUNDS,5.726,US
2024-01-22,CPI,7.9771,US
2024-01-22,M2,25675.45,US
2024-01-22,GOLD,596.45,GLD
2024-01-22,OIL,60.59,OIL
2024-01-22,COPPER,5098.65,CPR
2024-01-22,EURUSD,1.107616,EU
2024-01-22,HIBOR,3.0572,HK
2024-01-23,FEDFUNDS,5.6871,US
2024-01-23,CPI,7.9799,US
2024-01-23,M2,25757.23,US
2024-01-23,GOLD,594.32,GLD
2024-01-23,OIL,59.9,OIL
2024-01-23,COPPER,5094.81,CPR
2024-01-23,EURUSD,1.104552,EU
2024-01-23,HIBOR,3.0634,HK
2024-01-24,FEDFUNDS,5.6413,US
2024-01-24,CPI,7.9693,US
2024-01-24,M2,25763.85,US
2024-01-24,GOLD,595.44,GLD
2024-01-24,OIL,61.38,OIL
2024-01-24,COPPER,5089.68,CPR
2024-01-24,EURUSD,1.105305,EU
2024-01-24,HIBOR,3.052,HK
2024-01-25,FEDFUNDS,5.6229,US
2024-01-25,CPI,7.9694,US
2024-01-25,M2,25720.55,US
2024-01-25,GOLD,595.13,GLD
2024-01-25,OIL,61.15,OIL
2024-01-25,COPPER,5097.02,CPR
2024-01-25,EURUSD,1.102061,EU
2024-01-25,HIBOR,3.0756,HK
2024-01-26,FEDFUNDS,5.6708,US
2024-01-26,CPI,7.9731,US
2024-01-26,M2,25736.78,US
2024-01-26,GOLD,593.21,GLD
2024-01-26,OIL,61.03,OIL
2024-01-26,COPPER,5088.32,CPR
2024-01-26,EURUSD,1.104831,EU
2024-01-26,HIBOR,3.0718,HK
2024-01-27,FEDFUNDS,5.6644,US
2024-01-27,CPI,7.9778,US
2024-01-27,M2,25727.21,US
2024-01-27,GOLD,595.8,GLD
2024-01-27,OIL,59.85,OIL
2024-01-27,COPPER,5099.7,CPR
2024-01-27,EURUSD,1.106232,EU
2024-01-27,HIBOR,3.0711,HK
2024-01-28,FEDFUNDS,5.6659,US
2024-01-28,CPI,7.977,US
2024-01-28,M2,25783.86,US
2024-01-28,GOLD,592.3,GLD
2024-01-28,OIL,62.22,OIL
2024-01-28,COPPER,5087.32,CPR
2024-01-28,EURUSD,1.103599,EU
2024-01-28,HIBOR,3.0598,HK
2024-01-29,FEDFUNDS,5.6946,US
2024-01-29,CPI,7.9808,US
2024-01-29,M2,25746.2,US
2024-01-29,GOLD,591.56,GLD
2024-01-29,OIL,59.43,OIL
2024-01-29,COPPER,5091.95,CPR
2024-01-29,EURUSD,1.106777,EU
2024-01-29,HIBOR,3.0636,HK
2024-01-30,FEDFUNDS,5.7205,US
2024-01-30,CPI,7.9925,US
2024-01-30,M2,25823.03,US
2024-01-30,GOLD,589.88,GLD
2024-01-30,OIL,60.34,OIL
2024-01-30,COPPER,5093.75,CPR
2024-01-30,EURUSD,1.10609,EU
2024-01-30,HIBOR,3.0585,HK
2024-01-31,FEDFUNDS,5.6919,US
2024-01-31,CPI,7.9516,US
2024-01-31,M2,25695.14,US
2024-01-31,GOLD,592.85,GLD
2024-01-31,OIL,60.58,OIL
2024-01-31,COPPER,5098.48,CPR
2024-01-31,EURUSD,1.104464,EU
2024-01-31,HIBOR,3.0815,HK
2024-02-01,FEDFUNDS,5.6564,US
2024-02-01,CPI,7.963,US
2024-02-01,M2,25714.5,US
2024-02-01,GOLD,596.58,GLD
2024-02-01,OIL,60.56,OIL
2024-02-01,COPPER,5093.02,CPR
2024-02-01,EURUSD,1.104649,EU
2024-02-01,HIBOR,3.0621,HK
2024-02-02,FEDFUNDS,5.6964,US
2024-02-02,CPI,8.0127,US
2024-02-02,M2,25701.57,US
2024-02-02,GOLD,593.03,GLD
2024-02-02,OIL,61.13,OIL
2024-02-02,COPPER,5083.0,CPR
2024-02-02,EURUSD,1.107819,EU
2024-02-02,HIBOR,3.0649,HK
2024-02-03,FEDFUNDS,5.6476,US
2024-02-03,CPI,7.9555,US
2024-02-03,M2,25677.14,US
